id	countryId	name	type	city	webSite	rateMM	logoId	streamUrl	metadataId	bitRate	streamCodec	streamRespTime
412031	64	Bautista Radio 89.7 FM	1		http://www.tabernaculo.net	95	0	http://184.154.145.146:8200/;stream.mp3	84993	128	1	526
412045	64	ConPoder Radio	2		http://www.conpoder.com	75	0	http://173.236.32.242:9998/;stream.mp3	85002	128	1	534
412058	64	70.38.71.175..8215	1		http://www.devocionalesdepoder.org	75	0	http://70.38.71.175:8215/;stream.mp3	85012	128	1	576
412077	64	CALMRADIO - HAYDN	2		http://calmradio.com	90	409339	http://173.192.225.172:12256/;stream.mp3	85019	128	1	569
412078	64	Strutter Radio	2		http://www.strutterradio.com	75	0	http://173.236.59.82:8410/;stream.mp3	85020	128	1	568
412079	64	[DJ_MEHMET	2		http://www.kankilerokey.com	75	0	http://176.31.103.127:6002/;stream.mp3	85021	128	1	556
412085	64	Radio IDC	2		http://www.idc.edu.pe/radio.pls	75	0	http://67.212.166.178:7168/;stream.mp3	85024	128	1	563
412086	64	181.fm - The Eagle (Your Home For REAL Classic Rock!)	2		http://www.181.fm	80	98154	http://108.61.35.91:6030/;stream.mp3	85025	128	1	472
412088	64	hkreporter.com	2		http://www.hkreporter.com	80	0	http://184.154.57.210:4000/;stream.mp3	85026	128	1	539
412093	64	Melodia Gospel	2		http://www.melodiagospel.com	75	0	http://174.127.101.176:7104/;stream.mp3	85028	128	1	333
412115	64	1.FM - Acappella	2		http://www.1.fm	75	3177	http://209.73.150.68:8662/;stream.mp3	85034	128	1	512
412119	64	Web Radio Life Hits	2		http://www.webradiolifehits.net	75	0	http://216.245.199.226:7060/;stream.mp3	85035	128	1	401
412211	64	Soul Stirring Gospel // UrbanMusic2000.com / Traditional Gospel	2		http://www.urbanmusic2000.com	75	0	http://184.168.89.50:8200/;stream.mp3	85069	128	1	451
412214	64	1.FM - All Times And Urban Gospel	2		http://www.1.fm	75	3177	http://209.73.150.35:7010/;stream.mp3	85070	128	1	529
412245	64	JOY GOSPEL RADIO - twitter/facebook@joygospelradio	2		http://www.joygospelradio.com	75	0	http://173.193.205.96:9077/;stream.mp3	85083	128	1	442
412249	34	Rede O Semeador	2		http://www.visaomissionaria.com.br	75	0	http://174.127.101.107:6852/;stream.mp3	85086	128	1	446
412255	64	BBG Network	2		http://bbgnetwork.com	75	0	http://173.193.205.96:9073/;stream.mp3	85089	128	1	451
412261	64	RADIO AMEM.COM	2		http://www.radioamam.com	75	0	http://199.48.255.130:8577/;stream.mp3	85094	128	1	451
412287	64	radiofmnovaesperanca.com	2		http://www.radiofmnovaesperanca.com	75	0	http://174.127.101.176:7052/;stream.mp3	85106	128	1	500
412289	34	RAdio Nova Vida	2		http://www.radionovavida.com.br	75	0	http://64.15.147.115:9998/;stream.mp3	85107	128	1	524
412292	64	Almost Gospel // UrbanMusic2000.com / Contemporary Gospel, Hip Hop Gospel, Jazz Gospel	2		http://www.urbanmusic2000.com	75	0	http://184.168.89.50:8500/;stream.mp3	85108	128	1	379
412293	64	Gospel Hits	2		http://www.radiogospelhits.blogspot.com	75	0	http://74.222.1.205:12756/;stream.mp3	85109	128	1	538
412350	64	Rotana Radio Jordan - Powered by Umniah	2		http://RotanaRadio.fm	75	0	http://91.186.250.3:8128/;stream.mp3	85133	128	1	585
412352	64	Rotana Radio Jordan - Powered by Umniah	2		http://RotanaRadio.fm	80	0	http://91.186.250.3:8032/;stream.mp3	85134	128	1	613
412360	64	Sawt El Hara	2		http://www.sawtelhara.com	75	0	http://173.236.234.138:8000/;stream.mp3	85139	128	1	659
412368	64	Chinamerica Hit Radio	2		http://www.chinamericahitradio.com	75	0	http://209.73.150.38:26814/;stream.mp3	85145	128	1	603
412371	64	KPOP @ Big B Radio - The Only Hot Station for Asian Music	2		http://www.facebook.com/BigBRadio143	90	0	http://184.95.62.170:9026/;stream.mp3	85148	128	1	580
412374	64	CALMRADIO - ORIENT	2		http://calmradio.com	90	409339	http://173.192.225.172:10400/;stream.mp3	85150	128	1	593
412379	64	))) Indo-Caribbean Radio ))) WICR AM 1620  Putting a Song in every Heart ! Guyana World	1		http://www.icrradio.com	75	0	http://75.126.64.105:8156/;stream.mp3	85152	128	1	580
412383	64	RadioGabbar - Hindi Bollywood	2		http://www.radiogabbar.com	75	0	http://159.253.145.180:7090/;stream.mp3	85153	128	1	582
412385	64	Planet Radio City Hindi Radio	2		http://www.planetradiocity.com	95	0	http://199.19.106.253:9992/;stream.mp3	85155	128	1	567
412388	64	Bollywood N Bhangra USA	2		http://www.yobhaisaab.com	75	0	http://178.159.0.80:7702/;stream.mp3	85157	128	1	629
412394	64	AAA Smooth Jazz - The Beat Of My Life.... American, Brazilian & Latin Music. http://174.142.22.74:8012	1		http://www.radioways.com	75	0	http://174.142.22.74:8012/;stream.mp3	85163	128	1	668
412397	64	Davybe.com	2		http://www.davybe.com	75	0	http://96.44.147.34:7306/;stream.mp3	85165	64	1	595
412400	64	CALMRADIO - CELTIC	2		http://calmradio.com	90	409339	http://173.192.225.172:9900/;stream.mp3	85166	128	1	563
412408	64	Narodni Radio-Janja FM 104,2 (www.radio-janja.com)	1		http://www.radio-janja.com	75	0	http://46.4.29.16:4040/;stream.mp3	85170	128	1	572
412409	170	het muzikale hart van limburg	2		http://www.radiodekoempel.nl	75	0	http://62.146.98.104:9260/;stream.mp3	85171	128	1	565
412411	170	Hopparadio	2		http://www.hopparadio.nl	75	0	http://178.20.171.30:8014/;stream.mp3	85172	128	1	569
412413	182	Radio Funn Romania	2		http://www.radiofunn.ro	80	0	http://89.22.96.12:8000/;stream.mp3	85174	128	1	526
412414	182	radioplaylist	2		http://www.rve.ro	75	0	http://159.253.145.178:7670/;stream.mp3	85175	128	1	536
412415	64	BETON RADIO.net	2		http://www.betonradio.net	75	0	http://80.237.210.23:19558/;stream.mp3	85176	128	1	549
412420	64	Radio Padova - le partite del Padova Calcio	2		http://radiopadova.com	75	0	http://91.121.111.156:6010/;stream.mp3	85178	48	1	511
412421	5	Partyradio24 - Party Schlager und Discofox - No Limits!	2		http://www.partyradio24.de	95	0	http://84.19.182.20:8070/;stream.mp3	85179	128	1	193
412423	64	RADYO CAMLICA - EN IYI MUZIK	2		http://www.radyocamlica.net	95	0	http://46.105.117.91:8787/;stream.mp3	85180	128	1	206
412426	64	radiopodrinje.net * Narodna * Zabavna * Izvorna * Sevdah * Balkan Music	2		http://www.radiopodrinje.net	90	0	http://176.31.229.56:8008/;stream.mp3	85181	128	1	258
412428	5	Radio Santos	2		http://www.radiosantos.de	75	0	http://188.138.90.159:8002/;stream.mp3	85182	128	1	281
412434	5	Radiomagic-Powerfox	2		http://www.sexypeople-radio.de	75	0	http://88.198.3.15:15555/;stream.mp3	85185	128	1	209
412435	64	Radio Zhelina Live +389 75 501 501	2		http://www.radiozhelina.com	75	0	http://178.209.40.106:8000/;stream.mp3	85186	128	1	216
412437	170	U luistert naar het Muziekteam, en we wensen u veel luisterplezier	2		http://www.muziekteam.nl	80	0	http://91.213.69.167:40007/;stream.mp3	85188	128	1	224
412444	17	Schlagerradio Powerplay	2		http://schlagerradio-powerplay.at	75	0	http://85.214.37.43:6160/;stream.mp3	85191	128	1	358
412457	64	Radio 012	2		http://www.radio012.com	75	0	http://67.159.45.87:8287/;stream.mp3	85196	128	1	486
412460	182	..:::Radio Popular Romania:::... Orice zi e sarbatoare EMISIE MP3	2		http://www.radiopopular.ro	95	0	http://46.105.20.41:7777/;stream.mp3	85197	128	1	436
412463	64	Radio Kolo	2		http://www.radiokolo.com	75	0	http://87.106.136.203:8700/;stream.mp3	85199	128	1	455
412465	64	Radio BFM - New-York Studio	2		http://bfmradio.us	75	171	http://109.123.117.195:8036/;stream.mp3	85201	128	1	477
412467	182	Radio Party Manele - mp3	2		http://www.radioparty.ro	80	99258	http://46.108.143.244:8000/;stream.mp3	85202	128	1	478
412472	64	La Que Buena 1620 AM - Pennsylvania USA	1		http://www.laquebuena.net	75	0	http://24.127.146.225:8020/;stream.mp3	85206	128	1	496
412473	64	Radio Nunta - Muzica ce ne reprezinta (Moldova, Chisinau, Montreal, Canada)	2		http://www.radioways.com	80	0	http://88.190.13.117:9098/;stream.mp3	85207	128	1	521
412478	5	Radio Schlagertempel -  Schlager, Popschlager, Discofox, Top100 & Oldies vom feinsten!! Hitparade Radio Schlagertempel -  Schlager, Popschlager, Discofox, Top100 & Oldies vom feinsten!! Hitparade	2		http://www.radio-schlagertempel.de	75	0	http://87.118.78.50:8100/;stream.mp3	85208	128	1	512
412484	5	Radio Alpenmelodie - Endlich gute Volksmusik !!!	2		http://www.alpenmelodie.de	95	0	http://88.198.59.151:8000/;stream.mp3	85212	128	1	507
412488	170	Radio de Samenwerking	2		http://www.radiodesamenwerking.nl	75	0	http://62.212.154.170:8804/;stream.mp3	85214	128	1	522
412493	170	Radio-Paraquayo.nl	2		http://www.radio-paraquayo.nl	75	0	http://62.212.132.54:8554/;stream.mp3	85216	128	1	502
412494	64	yucafe.com	2		http://www.yucafe.com	90	0	http://80.237.157.49:19300/;stream.mp3	85217	128	1	520
412496	64	ICN Radio - Italian / Italiano - New York City - NY	2		http://www.ICNRadio.com	75	0	http://74.63.244.140:8000/;stream.mp3	85218	128	1	545
412498	64	Radio Zhelina Live +389 75 501 501	2		http://www.radiozhelina.com	75	0	http://178.32.57.58:8290/;stream.mp3	85220	128	1	558
412499	64	Radio Banat - Muzica Populara - Ardeal,Banat,Crisana,Transilvania - www.radiobanat.ro	2		http://www.radiobanat.com	80	0	http://91.205.172.207:9994/;stream.mp3	85221	128	1	242
412504	64	radiohayat.net	2		http://www.radiohayat.net	75	0	http://87.106.136.203:8900/;stream.mp3	85222	128	1	549
412506	64	DOGAN 21 FM   103.0	1		http://www.dogan21fm.com	95	0	http://188.72.250.116:3024/;stream.mp3	85224	128	1	526
412511	64	Ah'Dio|La radio des ados !	2		http://ah-dio.com	75	0	http://173.193.9.73:8068/;stream.mp3	85226	128	1	559
412512	64	Amor FM	2		http://www.amorfm91.com	90	0	http://50.7.248.130:9190/;stream.mp3	85227	128	1	562
412515	64	Slow Karadeniz	2		http://www.slowkaradeniz.com	80	0	http://176.31.103.127:6565/;stream.mp3	85229	128	1	562
412524	64	Radiotoppersteam	2		http://www.radiotoppersteam.com	75	0	http://46.231.87.20:8128/;stream.mp3	85230	128	1	530
412527	64	Desetka Radio, Najbolji domaci Mix, Beograd, Srbija, Zabavna Muzika	2		http://www.desetka.com	75	0	http://188.72.202.26:8000/;stream.mp3	85232	128	1	557
412528	5	OstWest-Hitradio	2		http://www.ostwest-hitradio.de	75	0	http://217.172.179.96:7120/;stream.mp3	85233	128	1	559
412529	64	Radio Marimanga Shqip Danimark	2		http://www.radiomarimanga.com	80	0	http://87.229.103.55:9522/;stream.mp3	85234	128	1	351
412541	64	MORAVAC>>+381 26 321609 >> +381 63 345 415	2		http://www.radioways.com	75	0	http://78.46.158.199:8028/;stream.mp3	85238	128	1	558
412547	17	Yu Planet Radio	2		http://www.merlin1.at	85	0	http://81.19.152.121:8001/;stream.mp3	85240	128	1	576
412551	64	foxandmore.com	2		http://www.foxandmore.com	75	0	http://184.107.133.34:10002/;stream.mp3	85242	128	1	563
412553	5	Schlager	2		http://www.singlestreff-radio.de	75	0	http://87.118.119.128:13500/;stream.mp3	85244	128	1	588
412555	172	>>> POLSKASTACJA.PL >>> - Koledy, Swiatecznie 128kbps	2		http://www.polskastacja.pl	75	125753	http://91.121.103.183:7552/;stream.mp3	85246	128	1	619
412560	5	Antenne 50plus	2		http://antenne50plus.de	95	0	http://81.169.167.228:8000/;stream.mp3	85249	128	1	597
412562	64	besamefm92	1		http://www.besamefm92.com	75	0	http://173.224.124.232:7313/;stream.mp3	85250	128	1	563
412566	31	Radio Disney Bolivia	2		http://www.radiodisney.com.bo	80	0	http://184.107.176.178:9156/;stream.mp3	85253	128	1	564
412575	5	RADIO BSE - Karneval, Discofox, Schlager, Party	2		http://www.radiobse.de	75	0	http://87.106.49.87:8005/;stream.mp3	85258	128	1	556
412576	64	Radio Dzumbus Studio Karlsruhe	2		http://www.radiodzumbus.com	80	0	http://80.246.62.23:8008/;stream.mp3	85259	128	1	561
412579	64	Golden Hit Radio Italia	2		http://www.goldenradio.it/hitradio	95	0	http://146.185.18.251:8028/;stream.mp3	85260	128	1	610
412581	64	Radio Delta Sumadinac ( DJ Vesna )	2		http://www.radio-delta.com/forum	90	0	http://62.75.224.43:9002/;stream.mp3	85261	128	1	572
412586	64	Hit Station.fm Schlager | Schlager Oldies Volksmusik Discofox | www.hitstation.fm	2		http://www.hitstation.fm	90	0	http://46.163.124.61:7500/;stream.mp3	85262	128	1	587
412587	34	RADIO CIDADE	2		http://www.radiocidadeam.com.br	75	0	http://64.150.190.145:9984/;stream.mp3	85263	128	1	568
412589	145	avanradio.com.mx	2		http://www.avanradio.com.mx	75	0	http://72.29.70.19:8044/;stream.mp3	85264	128	1	253
412592	64	A Filipino International Radio (www.AFIRTayo.com)	2		http://www.AFIRTayo.com	75	0	http://96.44.147.34:7296/;stream.mp3	85266	128	1	585
412593	64	RadyoRomansa.net The Best OPM Pinoy Hits and Love Songs	2		http://www.RadyoRomansa.net	80	0	http://178.159.0.80:7496/;stream.mp3	85267	32	1	573
412596	64	RAKISTA RADIO! 100% Pinoy Rock!	2		http://www.rakista.com	75	0	http://209.216.249.87:8000/listen.mp3	85270	128	1	560
412606	64	Radio AGAPI-Webcasting the best GREEK music from ISRAEL24h/d The Musical Connection to GREECE-Samiko Reitan Webcasting-sms+972544823087	2		http://www.radio-agapi.com	75	0	http://188.64.97.14:8252/;stream.mp3	85276	128	1	565
412612	64	PARTY 97.1	1		http://www.party971.gr	75	0	http://85.17.123.93:8824/;stream.mp3	85280	128	1	567
412621	64	Greca 99,4 96kbs	1		http://www.greca994.gr	75	0	http://62.212.82.142:8109/;stream.mp3	85285	128	1	596
412638	64	LIVE FM 89,6	1		http://www.livefm.gr	75	0	http://62.212.82.142:8033/;stream.mp3	85288	128	1	563
412643	64	Palmos 96.5 Thessaloniki	1		http://www.palmos965.gr	75	0	http://176.9.22.6:8626/;stream.mp3	85292	128	1	552
412647	64	Xroma FM	2		http://www.xromafm.gr	75	0	http://69.72.202.151:59102/;stream.mp3	85296	128	1	618
412659	64	Shan- E Wattan (shanewattan.com) Punjabi Hindi English Gurbani( MEHRA MEDIA )	2		http://www.shanewattan.com	75	0	http://173.199.133.62:8003/;stream.mp3	85303	128	1	555
412665	64	Desi World Radio	2		http://www.desiworldradio.com	80	0	http://173.193.9.73:8032/;stream.mp3	85306	128	1	542
412667	64	Dhol Radio	2		http://dholradio.com	95	0	http://176.9.18.27:8000/;stream.mp3	85307	128	1	517
412669	64	Bhakti Radio	2		http://www.bhaktiradiocity.com	75	0	http://67.212.165.106:8191/;stream.mp3	85308	128	1	535
412681	64	JewishBrodcast.com: jewishbroadcast.com 1 Low	2		http://www.jewishbroadcast.com	85	0	http://184.154.77.130:8010/;stream.mp3	85312	128	1	522
412687	64	JewishBrodcast.com: JewishBroadcast.com 2 Hi	2		http://www.jewishbroadcast.com	75	0	http://184.154.77.130:8030/;stream.mp3	85316	128	1	510
412694	64	Islam2Day eRadio Station! [CH.1] .::|Quran Recitation|::. [www.islam2day.tv]	2		http://www.islam2day.tv	80	0	http://69.194.160.172:3000/;stream.mp3	85318	128	1	482
412697	64	BanglaWadio	2		http://www.ourholyquran.org	75	0	http://184.173.203.246:8201/;stream.mp3	85321	128	1	487
412718	226	MEDYA FM	2		http://www.medyafm.com.tr	75	0	http://46.20.4.2:9390/;stream.mp3	85332	128	1	460
412784	64	Islam2Day eRadio Station! [CH.2] .::|Quran Translation|::. [www.islam2day.tv]	2		http://www.islam2day.tv	75	0	http://69.194.160.172:4000/;stream.mp3	85373	128	1	448
412790	64	Antu Radyo	2		http://www.antu.com/radyo	75	0	http://198.104.137.119:8001/;stream.mp3	85375	128	1	429
412796	209	Radio Suara Jawa	2		http://www.radio-suara-jawa.sr	75	0	http://174.36.1.92:7201/Live	73272	64	1	455
412803	64	Radio Guyana International (HD Radio)	2		http://www.radioguyanafm.com	75	0	http://178.159.0.77:7516/;stream.mp3	85381	128	1	442
412808	64	PONdENDS.COM | RADIO | REAL YAAD VYBEZ	2		http://www.pondends.com	95	0	http://96.44.147.34:7000/;stream.mp3	85384	128	1	435
412822	64	Velicham FM	2		http://www.velicham.fm	75	0	http://173.224.125.98:7788/;stream.mp3	85391	128	1	434
412824	64	KathalFM.com ::: Tamil Online Radio	2		http://www.kathalfm.com	75	0	http://173.44.36.50:7262/;stream.mp3	85393	128	1	426
412832	64	A9RADIO	2		http://www.a9radio.com	80	0	http://173.193.205.96:9000/;stream.mp3	85397	128	1	438
412835	64	Tamil Christian Radio	2		http://www.tamilchristianradio.org	75	0	http://67.225.164.64:8016/;stream.mp3	85399	128	1	422
412837	208	sivankovil.ch	2		http://www.sivankovil.ch	75	0	http://84.73.228.253:8000/;stream.mp3	85401	128	1	
412844	64	audiorealm.com	2		http://www.radioways.com	75	0	http://96.9.177.22:8004/;stream.mp3	85404	128	1	431
412880	64	RADIO K W I	2		http://www.radiokwi.com	75	0	http://88.191.124.102:9050/;stream.mp3	85422	128	1	527
412888	64	FUSION	2		http://www.radiofusionfm.com	95	0	http://188.165.99.158:6540/;stream.mp3	85427	128	1	541
412892	64	((RBR))  www.RBRfm.com	2		http://rbr.vestaradio.com	80	0	http://188.165.99.157:5840/;stream.mp3	85430	128	1	477
412898	64	Big Blue Swing.com-64Kbit: Playing music for  Lindy Hop,  Charleston,  Balboa,  Swing, and  Blues	2		http://www.bigblueswing.com	90	0	http://74.208.99.141:8002/;stream.mp3	85434	128	1	495
412901	64	RCN Clasica - RCN Mundo	2		http://www.rcnmundo.com	75	0	http://174.142.208.229:9652/;stream.mp3	85437	128	1	482
412929	64	PANDASHOWRADIO.COM - Pranks in spanish, live from Mexico City, featuring El Panda Zambran	2		http://www.pandashowradio.com	95	0	http://173.193.138.136:7210/;stream.mp3	85448	128	1	413
412932	13	Radio Saltatropical - Argentina Salta	2		http://saltatropical.com.ar	80	0	http://204.45.59.6:7055/;stream.mp3	85450	128	1	263
412951	64	PandaFM: La Estacion Retro del Panda Zambrano. Panda Show, 6 PM	2		http://www.pandafm.com	75	0	http://173.193.138.136:7260/;stream.mp3	85457	128	1	468
412955	64	CHANGO RADIO JUANCHITO	2		http://www.changoradio.com	80	0	http://184.107.230.114:5072/;stream.mp3	85461	128	1	194
412957	64	AddictedToRadio.com - Reggaeton	2		http://AddictedToRadio.com	75	0	http://208.77.21.13:17210/;stream.mp3	85463	128	1	513
412968	64	Estrella 90.5 FM - Grupo Medrano - Santo Domingo, R.D.	1		http://www.estrella90.com	95	0	http://173.193.216.92:7010/;stream.mp3	85467	128	1	501
412970	64	181.FM - Salsa	2		http://www.181.fm	75	98154	http://67.213.214.248:9878/;stream.mp3	85469	128	1	520
412974	64	PANDASHOWRADIO.COM - Pranks in spanish, live from Mexico City, featuring El Panda Zambran	2		http://www.pandashowradio.com	90	0	http://173.193.138.136:7290/;stream.mp3	85471	128	1	463
412976	64	Radio Aguai Poty - Fulgencio Yegros	2		http://www.radioaguaipoty.com	75	0	http://206.217.207.207:6144/;stream.mp3	85472	128	1	514
412980	64	TOCA STEREO 96.1 FM	1		http://www.djluicar.com	75	0	http://173.224.124.232:9998/;stream.mp3	85473	128	1	500
412985	64	AddictedToRadio.com - Salsa	2		http://AddictedToRadio.com	80	0	http://208.77.21.13:17310/;stream.mp3	85477	128	1	529
412992	64	PANDAPOPRADIO.COM: DESDE MEXICO, CORTESIA DEL PANDA ZAMBRANO	2		http://www.pandapopradio.com	80	0	http://173.193.138.136:7240/;stream.mp3	85480	128	1	527
412999	64	Ritmo 96.5 FM - Grupo Medrano - Santo Domingo, R.D.	1		http://www.ritmo96.com	80	0	http://173.193.216.92:6090/;stream.mp3	85483	128	1	505
413024	64	TOCA STEREO 105.3 FM SERVER WWW.DJLUICAR.COM	1		http://www.djluicar.com	80	0	http://173.224.124.232:4311/;stream.mp3	85495	128	1	515
413030	64	-íLa VOZ del Pacifico Sur!	2		http://www.lavozdelpacificosur.com	75	0	http://173.193.205.96:9006/;stream.mp3	85499	128	1	492
413032	64	TROPICALISIMA.FM BALADAS http://www.tropicalisima.fm LA SUPER ESTACION ROMANTICA	2		http://www.tropicalisima.fm	75	0	http://67.159.5.31:8016/;stream.mp3	85501	128	1	483
413048	64	Super Latin Hits.Com Your - Latin Music Connection	2		http://www.superlatinhits.com	80	0	http://184.154.151.202:8058/;stream.mp3	85510	128	1	453
413069	64	GRUPERRONA	2		http://gruperrona.com	75	0	http://69.194.224.212:9998/;stream.mp3	85521	128	1	410
413079	64	Radio Actitud	2		http://latinohd.com	95	0	http://178.32.57.58:8305/;stream.mp3	85526	128	1	488
413086	13	Radio Mixerzone - Argentina Salta	2		http://radiomixerzone.com.ar	80	0	http://204.45.59.6:7072/;stream.mp3	85532	128	1	451
413104	64	1.FM - Bay Smooth Jazz	2		http://www.1.fm	95	3177	http://209.73.150.39:9010/;stream.mp3	85538	128	1	498
413114	64	RippedRadio Smooth Jazz	2		http://www.rippedradio.com	75	0	http://174.37.16.73:8236/Live	85543	128	1	441
413123	64	Jazzmine Radio	2		http://www.jazzmineradio.com	75	0	http://87.106.109.203:7733/;stream.mp3	85545	128	1	418
413133	64	1.FM - Adore Jazz	2		http://www.1.fm	90	3177	http://209.73.150.68:5080/;stream.mp3	85549	128	1	461
413135	64	RadioCasablanca	2		http://lagrimasdeangel-jolie.blogspot.com	75	0	http://62.212.66.195:8488/;stream.mp3	85550	128	1	535
413144	64	El Templo Rumbero	2		http://www.eltemplorumbero.com	75	0	http://199.16.186.36:8473/;stream.mp3	85552	128	1	517
413145	64	Tropical 100 Xplosiva	2		http://www.tropical100.com	75	0	http://24.188.96.196:8006/;stream.mp3	85553	128	1	494
413147	64	Bachata Radio	2		http://www.soydominicano.net	95	0	http://50.7.248.130:8002/;stream.mp3	85554	128	1	493
413150	64	TROPICALISIMA.FM BACHATA http://www.tropicalisima.fm	2		http://www.tropicalisima.fm	85	0	http://67.159.5.31:8024/;stream.mp3	85555	128	1	493
413156	145	Escuchas La Pachanga  89.1 FM Celaya Gto. Mexico  LA MAS BUENA	1		http://www.tvrcomunicaciones.com.mx	75	0	http://184.107.176.178:9152/;stream.mp3	85557	128	1	464
413164	34	BOSSA NOVA HITS | Music with the Soul of Rio de Janeiro	2		http://www.bossanovahits.com.br	90	0	http://85.25.16.7:8006/;stream.mp3	85559	128	1	238
413185	64	LA SUPER ESTRELLA SONIDERA	2		http://www.lasuperestrellaradio.webs.com	75	0	http://208.43.81.168:8754/;stream.mp3	85568	128	1	581
413195	64	EL MARICHERO	2		http://www.tracradio.com	75	0	http://75.1.202.114:17064/;stream.mp3	85570	40	1	238
413196	64	AddictedToRadio.com - Latino Caliente	2		http://AddictedToRadio.com	80	0	http://208.77.21.13:16910/;stream.mp3	85571	128	1	559
413225	64	sotano radio Stream	2		http://www.radioways.com	75	0	http://199.16.186.40:8445/;stream.mp3	85584	128	1	511
413250	64	Colombiamor Stereo - 100% Salsa	2		http://colombiamor.ning.com	75	0	http://76.72.167.29:10416/;stream.mp3	85592	128	1	451
413261	64	Salsa Radio	2		http://www.soydominicano.net	85	0	http://50.7.248.130:2002/;stream.mp3	85595	128	1	454
413262	64	TROPICALISIMA.FM SALSA http://www.tropicalisimaradio.com	2		http://www.tropicalisima.fm	75	0	http://67.159.5.31:8020/;stream.mp3	85596	128	1	470
413321	64	Skype: BaHKoTo - http://vanko.g00net.org - Black Radio	2		http://vanko.g00net.org	75	0	http://77.71.126.100:2000/;stream.mp3	85610	128	1	592
413326	64	Death.FM - A Brutal & Beautiful Blend of Black, Death, Doom, Goth, & Gore w/Requests	2		http://death.fm	95	0	http://173.192.32.196/;stream.mp3	85614	128	1	613
413327	64	RADIO METAL ON: The Brutal (Death, Black, Thrash and Xtreme Metal)	2		http://www.radioways.com/fr/radio/radio-metal-on-the-brutal-death-black-thrash-and.html	75	0	http://94.23.244.89:8004/;stream.mp3	85615	128	1	578
413361	64	AddictedToRadio.com - Old School Rap	2		http://AddictedToRadio.com	80	0	http://208.77.21.13:14910/;stream.mp3	85633	128	1	503
413375	5	DEFJAY - 100% R&B! v9	2		http://www.defjay.de	90	278189	http://87.230.82.15/;stream.mp3	85638	128	1	534
413376	64	AAZO Radio - Best 800 Rap and Hip Hop songs	2		http://stream.aazoradio.com/raphiphop	75	0	http://77.67.46.74:8000/aazoradio-raphiphop.mp3	83933	128	1	488
413399	5	VIBES FM - GERMANY	2		http://www.vibesfm.de	80	0	http://85.25.236.116:21850/;stream.mp3	85649	128	1	517
413413	5	DEFJAY - 100% R&B! v15	2		http://www.defjay.com	90	278189	http://83.169.60.70/;stream.mp3	85656	128	1	500
413425	64	RadioGaz	2		http://www.gazgolder.com/radio	85	0	http://50.7.241.10:8045/;stream.mp3	85662	128	1	502
413426	64	Radio FoxBG: Skype za pozdravi : foxbgradio	2		http://www.foxbg.net	85	0	http://85.91.150.195:8000/;stream.mp3	85663	128	1	490
413428	64	Radio CCB FM - www.cristanobrasil.com	2		http://www.cristanobrasil.com/radios	85	0	http://67.228.177.244:12160/;stream.mp3	85664	128	1	479
413429	64	sound3p radio	2		http://www.s3pradio.blogspot.com	95	0	http://178.159.0.80:7490/;stream.mp3	85665	128	1	486
413430	64	VirginRadio	2		http://www.radioways.com	95	0	http://194.71.95.113:1301/;stream.mp3	85666	128	1	480
413431	64	dj_zeynom	2		http://www.okeydeyiz.com	95	0	http://109.123.101.17:7766/;stream.mp3	85667	128	1	485
413435	64	TORi Telugu (Live - HQ)	2		http://www.TeluguOne.com	80	0	http://38.101.195.5:9196/;stream.mp3	85668	128	1	492
413436	17	ORF Radio Salzburg	2		http://salzburg.orf.at	85	0	http://194.232.200.147:8000/;stream.mp3	85669	128	1	553
413439	64	Radio Vizioni	2		http://www.radio-vizioni.com	85	0	http://85.25.152.192:9222/;stream.mp3	85671	128	1	539
413441	64	1.FM - Always Christmas	2		http://www.1.fm	90	3177	http://209.73.150.68:8650/;stream.mp3	85673	128	1	484
413442	64	Tendance Ouest	2		http://www.tendanceouest.com	80	0	http://91.121.199.213:8005/;stream.mp3	85674	128	1	485
413445	53	Pop Radio - Jukebox.hr	2		http://www.jukebox.hr	80	0	http://195.242.153.98:8000/;stream.mp3	85675	128	1	484
413449	64	Zik FM 105.9 live from Dakar ::::::::::	1		http://www.zikfm.net	95	0	http://173.236.81.218:9012/;stream.mp3	85677	128	1	470
413451	34	Radio Forrozao - Auto DJ	2		http://www.radioforrozao.com.br	90	0	http://64.31.37.194:6008/;stream.mp3	85679	128	1	490
413452	64	All Classical WGBH.ORG	2		http://www.radioways.com/fr/radio/all-classical-wgbh.html	95	0	http://198.147.175.79:9004/;stream.mp3	85680	128	1	485
413454	64	RAC1. Des de Catalunya per tot el mon	2		http://www.rac1.cat	95	0	http://188.165.129.245:8090/;stream.mp3	85682	128	1	497
413459	172	Muzyka Marzen Pioneer Live Mix vol 46	2		http://RadioRS.pl	95	0	http://188.165.218.155:8156/;stream.mp3	85684	128	1	561
413460	64	DJMenekShe	2		http://www.sohbet.net	95	0	http://72.8.179.50:7575/;stream.mp3	85685	128	1	473
413463	64	Metropolis Radio	2		http://www.metropolisradio.gr	90	0	http://188.138.112.127:8000/;stream.mp3	85687	128	1	482
413464	145	EXA FM 98.9 LOS MOCHIS	1		http://www.rsn.com.mx	80	0	http://184.107.179.162:2539/;stream.mp3	85688	128	1	531
413469	64	Capital  Fm Riga 94.9 Liepaja 97.1 Valmiera 95.9	1		http://www.radioways.com	95	0	http://87.226.84.14:8000/;stream.mp3	85689	128	1	504
